id,address_number,street,common_name,scientific_name,height,width,growth_space_length,growth_space_width,growth_space_type,diameter_base_height,stems,overhead_utilities,land_use,condition,stormwater_benefits_dollar_value,stormwater_benefits_runoff_elim,property_value_benefits_dollarvalue,property_value_benefits_leaf_surface_area,energy_benefits_electricity_dollar_value,energy_benefits_gas_dollar_value,air_quality_benfits_o3dep_dollar_value,air_quality_benfits_o3dep_lbs,air_quality_benfits_vocavd_dollar_value,air_quality_benfits_vocavd_lbs,air_quality_benfits_no2dep_dollar_value,air_quality_benfits_no2dep_lbs,air_quality_benfits_no2avd_dollar_value,air_quality_benfits_no2avd_lbs,air_quality_benfits_so2dep_dollar_value,air_quality_benfits_so2dep_lbs,air_quality_benfits_so2avd_dollar_value,air_quality_benfits_so2avd_lbs,air_quality_benfits_pm10depdollar_value,air_quality_benfits_pm10dep_lbs,air_quality_benfits_pm10avd_dollar_value,air_quality_benfits_pm10avd_lbs,air_quality_benfits_total_dollar_value,air_quality_benfits_total_lbs,co2_benefits_dollar_value,co2_benefits_sequestered_lbs,co2_benefits_sequestered_value,co2_benefits_avoided_lbs,co2_benefits_avoided_value,co2_benefits_decomp_lbs,co2_benefits_maint_lbs,co2_benefits_totalco2_lbs,overall_benefits_dollar_value,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
948605903,526,SUISMON ST,Honeylocust: Thornless,Gleditsia triacanthos inermis,24,6,6,4,Well or Pit,13,1,Conflicting,Institutional,Fair,11.5134008682,1439.17510852,100.107445458,166.376635375,15.9353601413,57.6174167991,1.8680194572,0.406975916601,0.0699214633708,0.0302690317623,0.785223117871,0.1710725747,3.62900617558,0.790633153721,0.217514978841,0.0625043042646,1.42141881555,0.408453682629,1.72913991866,0.208079412595,0.450937952964,0.0542644949415,10.17118188,2.13225257122,1.27285101943,138.419155795,1.01710395678,280.336226501,2.05991059233,-29.5616104321,-8.10065227252,381.093119592,196.617656166,East Allegheny,1,23,42003563200,1,23,1,1-6,40.45529959,-80.00031459
1262389848,904,ELKTON ST,Sweetgum: American,Liquidambar styraciflua,34,16,99,3,Tree Lawn or Parkway,14,1,No,Residential,Good,10.0333930081,1254.17412601,55.7677044275,92.6848445967,13.2729943154,45.9071773053,1.72396710543,0.375591961967,0.0657248534782,0.028452317523,0.698587473645,0.152197706676,3.43623953709,0.748636064726,0.200520855646,0.0576209355307,1.37134865465,0.39406570536,1.49784454885,0.18024603476,0.405674183706,0.0488175913003,9.3999072125,1.98562831785,1.04226593222,79.8900515522,0.587032098806,270.517896291,1.98776550194,-28.2454619505,-10.1068175633,312.055668329,135.423442201,Elliott,2,20,42003562600,5,20,6,1-17,40.44619189,-80.03528994
1429809607,3143,ASHLYN ST,Maple: Norway,Acer platanoides,32,18,26,3,Tree Lawn or Parkway,12,1,No,Residential,Good,7.35520187455,919.400234318,42.8289168986,71.1808303344,9.65761424917,36.5170067506,1.49116743337,0.324873079164,0.0504341737446,0.021832975647,0.644636399632,0.14044366005,2.59838985873,0.566098008438,0.185514719907,0.0533088275597,0.998241494598,0.286851004196,1.33946540691,0.161187172913,0.308294263354,0.0370991893326,7.61614375024,1.5916939173,1.08141971906,185.774829535,1.36507344742,196.832563007,1.44632567297,-50.166047058,-8.66298648281,323.778359001,105.056303242,Sheraden,2,20,42003562500,5,20,6,1-16,40.45698324,-80.05754439
1785336569,3165,ASHLYN ST,Linden: Littleleaf,Tilia cordata,36,30,12,3,Well or Pit,18,1,No,Residential,Good,12.5332730266,1566.65912832,31.7610773371,52.7862953557,14.2783880349,51.9498201171,2.21815210262,0.483257538697,0.0728547589164,0.0315388566738,0.932401588869,0.203137601061,3.77736008141,0.822954266103,0.258284947626,0.0742198125362,1.47557821235,0.424016727688,1.95561019269,0.235332153152,0.447210125226,0.053815899546,11.1374520097,2.32827285545,1.15595163941,159.874715992,1.17475941311,291.008901372,2.13833340728,-91.7958324262,-12.9944797242,346.093305213,122.815962165,Sheraden,2,20,42003562500,5,20,6,1-16,40.45754455,-80.05753551
1021918134,2763,BERGMAN ST,Maple: Norway,Acer platanoides,28,8,99,3,Tree Lawn or Parkway,16,1,No,Residential,Good,11.1777476919,1397.21846149,60.1391266652,99.9500636859,14.0320549518,49.3675626337,2.16601254451,0.471898157846,0.0701838591784,0.0303826230209,0.936374076455,0.204003066766,3.65906487137,0.797181889187,0.269471557333,0.0774343555553,1.44988891289,0.416634745084,1.94565600709,0.234134296883,0.432391874476,0.0520327165434,10.9290437033,2.28370185088,1.6700931655,295.447326193,2.17094695286,285.988368261,2.10144252998,-69.8571519491,-11.5506486437,500.027893861,147.315628811,Sheraden,2,20,42003562500,5,20,6,1-16,40.4535338,-80.05201943
242235524,2900,MERWYN AVE,Maple: Red,Acer rubrum,40,15,99,3,Tree Lawn or Parkway,19,1,No,Residential,Good,17.8377072141,2229.71340177,47.6725702898,79.2308884542,16.0641605317,60.6253978767,2.66269363555,0.580107545871,0.0837934421506,0.0362742173812,1.1498921979,0.250521176012,4.31842798295,0.940833983213,0.336977632924,0.0968326531396,1.66042638092,0.477134017504,2.43012385879,0.292433677351,0.512318773654,0.0616508752893,13.1546539048,2.73578814576,1.30658607999,165.494458153,1.21605327851,327.404865056,2.40577094843,-87.9894908221,-13.7163952645,391.193437122,156.661075897,Sheraden,2,20,42003562500,5,20,6,1-16,40.45572292,-80.05031582
847593030,2713,MERWYN AVE,Maple: Red,Acer rubrum,36,15,99,3,Tree Lawn or Parkway,16,1,No,Residential,Fair,13.2236195269,1652.95244087,49.0715203872,81.5559164199,14.5833018638,52.2795134623,1.85398130276,0.403917495154,0.0636636496433,0.0275600214906,0.800647361987,0.174432976468,3.30887833227,0.720888525549,0.234630910049,0.0674226753013,1.30076306664,0.373782490412,1.77652094277,0.213781100213,0.410962209462,0.0494539361567,9.75004777557,2.03123922074,1.05946653891,122.579606415,0.900714947935,256.550700968,1.88513455071,-51.9547232425,-9.97003356615,317.205550573,139.967469555,Sheraden,2,20,42003562500,5,20,6,1-16,40.45390535,-80.04901865
919773623,2934,ZEPHYR AVE,Maple: Red,Acer rubrum,18,8,4,3,Well or Pit,6,1,Conflicting,Residential,Fair,3.97485820864,496.85727608,51.5290925331,85.6403537258,3.38882035756,16.08474051,0.464026396623,0.101095075517,0.0176433651565,0.00763782041405,0.200391185065,0.0436582102539,0.875966284268,0.190842327727,0.0587249372819,0.0168749819776,0.302735385882,0.0869929269772,0.444639118191,0.0535065124177,0.110526048628,0.0133003668626,2.47465272109,0.513908222147,0.314951871182,45.2879502377,0.332775858346,59.616419265,0.438061448759,-6.86863949566,-3.73876258732,94.2969674194,77.7671162015,Sheraden,2,20,42003562500,5,20,6,1-16,40.45563734,-80.05275226
967460177,2926,ZEPHYR AVE,Sweetgum: American,Liquidambar styraciflua,34,14,4,3,Well or Pit,16,1,Conflicting,Residential,Good,12.4772152227,1559.65190284,59.8205335983,99.4205681796,15.4717070494,53.6751816134,2.11115631404,0.459946909376,0.0767493652326,0.033224833434,0.855484626852,0.186380092996,4.01061019707,0.873771284763,0.245556234317,0.0705621362977,1.59853933154,0.459350382628,1.83424844175,0.220727850993,0.473563489755,0.0569871828827,11.2059080006,2.36095067337,1.23082915916,94.1984797719,0.692170429364,315.330026035,2.31704503131,-29.4661328638,-11.5506486437,368.5117243,153.881374643,Sheraden,2,20,42003562500,5,20,6,1-16,40.45546953,-80.05259534
793855644,2764,GLEN MAWR ST,Maple: Red,Acer rubrum,30,16,4,3,Well or Pit,10,1,No,Residential,Critical,3.03215345696,379.019182122,50.8754552764,84.5540212653,7.42529379046,31.4552895746,0.0842077083582,0.0183459059604,0.00306602923459,0.00132728538294,0.036365350317,0.00792273427386,0.155050634349,0.0337800946295,0.0106569204424,0.00306233346047,0.0565870818964,0.0162606557173,0.380260692049,0.0457594093922,0.0916083620798,0.0110238702864,0.81780277873,0.137482289105,0.0517069577247,6.50730339949,0.0478156653795,11.1510347565,0.0819378033911,-1.64527532226,-0.531937766488,15.4811250673,93.6577018345,Sheraden,2,20,42003562500,5,20,6,1-16,40.4547808,-80.05083398
1713199926,2764,GLEN MAWR ST,Maple: Red,Acer rubrum,27,14,4,3,Well or Pit,11,1,No,Residential,Good,9.35531857789,1169.41482224,50.6079316384,84.1094021606,8.75817149394,35.0637420579,1.3095169217,0.285297804293,0.0473705325326,0.0205067240401,0.56551879314,0.123206708745,2.41776678288,0.526746575791,0.165726130358,0.0476224512525,0.905540700381,0.260212844937,1.19513873937,0.143819342885,0.28778714637,0.034631425556,6.89436574673,1.4420438775,0.801598953741,97.4878810529,0.716340949977,178.500952506,1.31162499901,-28.0480758675,-7.94107094258,239.999686749,111.481128469,Sheraden,2,20,42003562500,5,20,6,1-16,40.45472999,-80.0507794
1492169209,818,SUISMON ST,Ginkgo,Ginkgo biloba,40,7,2,2,Well or Pit,10,1,No,Residential,Good,4.40322748907,550.403436132,31.8696062237,52.9666682631,6.03215604872,24.6461568845,0.917317157142,0.199851232492,0.0330423648446,0.0143040540452,0.385594826345,0.0840075874388,1.68086119889,0.366200696925,0.106813781439,0.0306936153562,0.623755966741,0.179240220328,0.808742908259,0.0973216496102,0.200302436497,0.0241037829719,4.75643064016,0.995722839168,0.555904748413,65.8687083744,0.484003269135,122.941826511,0.903376541203,-15.1528320538,-7.21915540234,166.438547429,72.2634820345,East Allegheny,1,23,42003563200,1,23,1,1-5,40.455979,-79.99652576
1433265150,2793,ZEPHYR AVE,Linden: Littleleaf,Tilia cordata,21,8,20,3,Tree Lawn or Parkway,11,1,No,Residential,Fair,5.77560515784,721.950644731,41.0082054357,68.1548431483,7.50453065645,28.690894292,0.929830280432,0.202577403145,0.0340554789452,0.014742631578,0.39085472535,0.0851535349342,1.75137164582,0.381562450069,0.108270828226,0.0311123069616,0.669582135371,0.192408659589,0.860701235888,0.103574155943,0.218306472294,0.0262703336094,4.96297280232,1.03740147583,0.686086713774,104.702782588,0.769356046455,132.020348912,0.970085523803,-24.4535496574,-6.85439807675,205.415183764,88.628295058,Sheraden,2,20,42003562500,5,20,6,1-16,40.45464823,-80.05194276
2020543587,2913,ZEPHYR AVE,Maple: Norway,Acer platanoides,22,8,60,3,Tree Lawn or Parkway,8,1,No,Residential,Poor,2.67685115291,334.606394114,27.0512321379,44.9586238594,4.92995923436,22.7777722362,0.442517502988,0.096409042045,0.0153761631859,0.0066563476995,0.191301716708,0.0416779339232,0.76671780694,0.167040916544,0.055053181007,0.0158198795998,0.26849806517,0.0771546164285,0.511365317506,0.0615361392907,0.118356772563,0.0142426922458,2.36918652606,0.480537567777,0.297923806563,49.4656910828,0.363473898076,52.8830896145,0.388584942487,-10.1103918372,-3.03964437994,89.19874448,60.102925094,Sheraden,2,20,42003562500,5,20,6,1-16,40.45498332,-80.0522652
995880187,3067,GLEN MAWR ST,Linden: Littleleaf,Tilia cordata,20,15,4,3,Well or Pit,17,1,No,Residential,Fair,10.4954734871,1311.93418589,33.5546096654,55.7671113465,13.7790316402,48.9103205529,1.76587150086,0.384721459883,0.0598007980879,0.02588779138,0.74228516214,0.161717900248,3.11317552954,0.678251749355,0.205620718063,0.0590864132367,1.2289680672,0.35315174345,1.63458624138,0.19670111208,0.386442215559,0.0465032750372,9.13675023286,1.90602144467,1.00553569515,137.86505451,1.01303242054,242.401910003,1.7811692347,-68.6152124877,-10.5931606641,301.058591361,116.881721274,Sheraden,2,20,42003562500,5,20,6,1-16,40.45829046,-80.05435119
1879824439,3067,ZEPHYR AVE,Linden: Littleleaf,Tilia cordata,45,15,4,3,Well or Pit,17,1,No,Residential,Good,11.5812121237,1447.65151547,33.5546096654,55.7671113465,13.7790316402,48.9103205529,2.0458267388,0.44571388645,0.0692814124189,0.0299919534281,0.859964517114,0.187356103946,3.60672774764,0.785779465716,0.238219124586,0.0684537714328,1.4238044681,0.409139214973,1.8036813698,0.217049502985,0.426418996479,0.0513139586617,10.473924375,2.19479785759,1.16494989072,159.721709493,1.17363512136,280.831481101,2.06354972313,-79.4932339796,-12.272564184,348.78739243,119.464048248,Sheraden,2,20,42003562500,5,20,6,1-16,40.45785087,-80.05516499
898122731,3234,MOTOR ST,Locust: Black,Robinia pseudoacacia,60,35,99,99,Open or Unrestricted,20,1,Yes,Residential,Good,23.347688824,2918.46110301,116.928881533,194.333536318,20.6046925925,74.3090188426,3.70108570907,0.806336755789,0.104582458398,0.0452737915145,1.55575363457,0.338944146964,5.43025121533,1.18306126696,0.430959954187,0.123839067295,2.1292697879,0.611859134452,3.26302282342,0.392662192951,0.642582251021,0.0773263839977,17.2575078338,3.57930273992,1.92832603904,271.500083316,1.9949826122,419.945790784,3.08576167068,-99.664437833,-14.4383108047,577.343125462,254.376115664,Sheraden,2,20,42003562500,5,20,6,1-16,40.45904976,-80.05614424
1582917146,3234,MOTOR ST,Cherry: Black,Prunus serotina,60,35,99,99,Open or Unrestricted,16,1,Yes,Residential,Good,6.08897800382,761.122250479,18.4074545908,30.5928329969,7.900741531,32.4724252787,1.20736107275,0.263041628051,0.0434386193793,0.0188045971339,0.521946011952,0.113713728094,2.20758061443,0.480954382229,0.150206640936,0.0431628278553,0.817003727826,0.234771186157,1.08453172622,0.130509233,0.263157495693,0.0316675686756,6.2952259092,1.3166251512,1.10428950723,260.466845122,1.91391037795,161.025607886,1.18321616675,-79.3162033983,-11.5506486437,330.625600966,72.2691148208,Sheraden,2,20,42003562500,5,20,6,1-16,40.45899137,-80.05622884
744780007,5532,JACKSON ST,London planetree,Platanus x acerifolia,23,8,99,3,Tree Lawn or Parkway,4,1,No,Residential,Good,2.06967262208,258.70907776,31.4738955726,52.3090048254,2.11448936934,9.06616124553,0.330395792995,0.0719816542472,0.0119404802186,0.00516903905569,0.138882073046,0.0302575322541,0.602651279635,0.131296575084,0.0384717801762,0.011055109246,0.218707902878,0.0628470985281,0.291289934373,0.0350529403577,0.0720112662495,0.00866561567384,1.70435050957,0.356325564447,0.183028442373,15.9756268713,0.11738890625,43.0955670086,0.316666226379,-1.38459687675,-2.88766216093,54.7989348422,46.6115977614,Highland Park,7,11,42003110200,2,11,5,3-9,40.47283207,-79.92706339
299142312,3007,GLEN MAWR ST,Linden: Littleleaf,Tilia cordata,31,12,4,3,Well or Pit,22,1,Conflicting,Residential,Good,15.3894557351,1923.68196688,21.9848130518,36.5383334693,15.7764572192,61.0683188097,2.73512819406,0.595888495438,0.0835747984091,0.0361795664109,1.14971280413,0.250482092404,4.28925708274,0.934478667264,0.318482416746,0.0915179358466,1.6308994451,0.468649265835,2.41139666134,0.290180103651,0.50958351147,0.0613217221985,13.128034914,2.72869784905,1.09435454544,133.611794572,0.981779466513,321.541162187,2.36268445975,-111.619753367,-15.8821418851,327.651061506,128.441434275,Sheraden,2,20,42003562500,5,20,6,1-16,40.45692768,-80.05297294
199126754,5609,CELADINE ST,Horsechestnut,Aesculus hippocastanum,45,15,99,15,Open or Restricted,27,1,No,Residential,Fair,17.3117479564,2163.96849455,90.7021402386,150.745200272,14.9209576935,57.7671243442,2.259235827,0.492208241176,0.0682339223924,0.0295384945422,0.976674796443,0.212783180053,3.50182421328,0.762924665202,0.281069377103,0.0807670623858,1.33138925394,0.382583118947,2.13071042457,0.256403179853,0.436807177237,0.0525640405821,10.985944992,2.26977198274,2.34317222435,455.882230438,3.34982262926,262.490771372,1.92878218804,0,-16.8244316429,701.548570166,194.031087449,Stanton Heights,7,10,42003101800,2,10,5,3-5,40.48209517,-79.94479199
1972738944,5619,CELADINE ST,Catalpa: Northern,Catalpa speciosa,35,8,10,8,Well or Pit,15,1,No,Residential,Good,13.5095378188,1688.69222735,49.5378370864,82.3309257418,14.0896823079,49.4975519908,1.97630901192,0.430568412183,0.0704110756427,0.0304809851267,0.853474948487,0.185942254572,3.6717994783,0.799956313354,0.250112113491,0.07187129698,1.45583334182,0.418342914315,1.80369067552,0.217050622807,0.433861130748,0.0522095223524,10.5154917759,2.20642232169,1.20104563508,134.18579215,0.985997200717,287.162875744,2.11007281096,-50.9254332713,-10.8287331035,359.594501519,138.351146614,Stanton Heights,7,10,42003101800,2,10,5,3-5,40.48227863,-79.94456715
870758733,525,SUISMON ST,Linden: Littleleaf,Tilia cordata,20,6,10,4,Well or Pit,7,1,Yes,Residential,Good,3.37880615424,422.35076928,43.0244785244,71.5058499687,3.37156163921,14.3119517134,0.520757697249,0.113454836002,0.0189183095548,0.00818974439603,0.218900815573,0.0476908094932,0.956389821885,0.208363795617,0.0606378049552,0.0174246565963,0.348710755439,0.100204240069,0.459120481168,0.0552491553753,0.114215268553,0.0137443163121,2.69765095438,0.564321553861,0.437977512506,76.9862554917,0.565695005353,68.7160515694,0.504925546932,-9.51790651124,-5.05340878164,131.130991768,67.2224264981,East Allegheny,1,23,42003563200,1,23,1,1-6,40.45521851,-80.00016963
531577617,5524,WELLESLEY AVE,London planetree,Platanus x acerifolia,65,12,30,3,Tree Lawn or Parkway,30,1,No,Residential,Good,33.3090639335,4163.63299169,87.0088132785,144.6069624,27.3890587581,92.4347391924,5.35055249129,1.16569771052,0.133699215655,0.0578784483353,2.24910800225,0.490001743409,7.01840696829,1.52906469897,0.623026332753,0.179030555389,2.82948583383,0.813070641905,4.7172576561,0.567660367762,0.827445122254,0.0995722168781,23.7489816224,4.90197638317,2.91811615425,389.059143028,2.85880658297,558.21846831,4.10178930514,-51.9326737973,-21.657466207,873.687471333,266.808772939,Highland Park,7,11,42003110200,2,11,5,3-9,40.47459773,-79.92701582
